age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
61,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2339,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,Male,7298,0,50,United-States,>50K
31,Government,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
33,Government,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,1138,40,United-States,<=50K
27,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,30,United-States,<=50K
32,Self-employed,Doctorate,16,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
44,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,48,United-States,<=50K
40,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
59,Self-employed,Masters,14,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
64,Government,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7298,0,45,United-States,>50K
32,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,55,United-States,>50K
47,Self-employed,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,80,United-States,<=50K
59,Self-employed,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,15024,0,55,United-States,>50K
64,Self-employed,10th,6,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,10,United-States,>50K
46,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Other,Female,0,0,40,United-States,<=50K
26,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,30,Latin America,<=50K
60,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,55,United-States,<=50K
25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
48,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,42,United-States,<=50K
25,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
49,Self-employed,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,<=50K
40,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,<=50K
43,Self-employed,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,Other,Male,0,0,35,United-States,>50K
82,Private,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,<=50K
39,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
54,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,Asian-Pac-Islander,Male,0,0,60,Latin America,>50K
90,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,20,United-States,<=50K
49,Government,9th,5,Widowed,Handlers-cleaners,Unmarried,White,Male,0,2231,40,United-States,>50K
63,Government,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
56,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
30,Government,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Male,0,0,35,United-States,<=50K
51,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,45,United-States,>50K
35,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
30,Government,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,1974,40,United-States,<=50K
57,Self-employed,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,>50K
51,Self-employed,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
66,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,2936,0,20,United-States,<=50K
17,Private,10th,6,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
36,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,36,United-States,<=50K
24,Private,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,70,United-States,>50K
57,Self-employed,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,50,United-States,<=50K
24,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
37,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Female,0,0,20,Puerto-Rico,<=50K
35,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,60,United-States,>50K
75,Self-employed,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
30,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,3325,0,50,United-States,<=50K
33,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,64,United-States,<=50K
19,Government,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,14,United-States,<=50K
65,Self-employed,9th,5,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,45,United-States,<=50K
30,Self-employed,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Self-employed,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,2339,50,United-States,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
38,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
17,Self-employed,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
36,Private,12th,8,Married-civ-spouse,Craft-repair,Spouse,Other,Male,0,0,40,United-States,<=50K
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,>50K
52,Private,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
52,Self-employed,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,45,United-States,<=50K
58,Private,11th,7,Divorced,Sales,Not-in-family,Black,Male,0,0,15,United-States,<=50K
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,3325,0,60,United-States,<=50K
32,Private,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United-States,<=50K
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
38,Private,Prof-school,15,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
40,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female,5455,0,50,United-States,<=50K
68,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Female,0,0,12,United-States,>50K
36,Private,12th,8,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,<=50K
28,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Government,Prof-school,15,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,>50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,42,United-States,>50K
30,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
49,Self-employed,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,50,United-States,>50K
63,Self-employed,7th-8th,4,Widowed,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,<=50K
49,Private,Some-college,10,Divorced,Tech-support,Other-relative,White,Male,0,0,35,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
43,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,55,United-States,<=50K
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
50,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
54,Government,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Latin America,<=50K
69,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,3,United-States,<=50K
42,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
25,Private,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Asia,<=50K
30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
63,Self-employed,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,30,United-States,<=50K
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,55,United-States,>50K
79,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
45,Private,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,70,United-States,<=50K
51,Self-employed,10th,6,Widowed,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K
34,Self-employed,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States,<=50K
29,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
50,Government,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Black,Male,0,0,40,United-States,<=50K
40,Government,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,<=50K
81,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,24,United-States,>50K
70,Private,5th-6th,3,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,20,United-States,<=50K
17,Private,10th,6,Never-married,Prof-specialty,Other-relative,White,Male,0,0,6,United-States,<=50K
54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
55,Government,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,49,United-States,>50K
45,Self-employed,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
48,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,32,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,Bachelors,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,60,United-States,>50K
62,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,40,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,50,United-States,<=50K
24,Government,Some-college,10,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,72,United-States,>50K
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
28,Private,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
61,Private,5th-6th,3,Divorced,Transport-moving,Not-in-family,White,Male,0,1876,56,United-States,<=50K
35,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,40,Latin America,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,Black,Male,0,0,45,United-States,<=50K
32,Self-employed,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States,<=50K
29,Government,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
57,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,28,United-States,<=50K
33,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States,<=50K
33,Self-employed,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,65,United-States,<=50K
54,Self-employed,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,60,United-States,>50K
57,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,1st-4th,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,Latin America,<=50K
18,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,52,United-States,>50K
31,Government,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1977,70,United-States,>50K
27,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,38,United-States,<=50K
56,Self-employed,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,99999,0,70,United-States,>50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
48,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,60,United-States,<=50K
25,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,Black,Female,3103,0,40,United-States,>50K
45,Self-employed,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
40,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,1887,40,United-States,>50K
27,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,7688,0,40,United-States,>50K
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
60,Self-employed,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Female,0,0,25,United-States,<=50K
29,Government,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Self-employed,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,60,United-States,>50K
46,Private,Some-college,10,Divorced,Transport-moving,Own-child,White,Male,3325,0,55,United-States,<=50K
53,Government,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Spouse,White,Male,4386,0,40,United-States,>50K
32,Self-employed,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,Male,7688,0,50,United-States,>50K
61,Government,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,30,United-States,<=50K
19,Self-employed,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Latin America,<=50K
30,Private,10th,6,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
55,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,4386,0,40,United-States,>50K
47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,1887,45,United-States,>50K
25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,15,Latin America,<=50K
58,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,24,United-States,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
35,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,55,United-States,>50K
90,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,9386,0,50,Latin America,>50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
58,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
61,Private,11th,7,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,>50K
58,Self-employed,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7298,0,60,United-States,>50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,45,United-States,<=50K
51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Female,0,0,15,United-States,>50K
19,Private,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
49,Government,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
72,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,8,United-States,<=50K
30,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,<=50K
70,Self-employed,9th,5,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
32,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Female,0,0,20,United-States,>50K
40,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,>50K
44,Self-employed,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
38,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,4064,0,40,United-States,<=50K
49,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,45,Europe,<=50K
35,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,44,United-States,>50K
49,Government,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Female,0,0,20,United-States,<=50K
53,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
42,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,<=50K
57,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
35,Self-employed,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Spouse,White,Male,3103,0,55,United-States,<=50K
30,Private,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
58,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
57,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,15,United-States,<=50K
20,Government,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K
56,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,20,Europe,<=50K
33,Government,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,>50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
69,Self-employed,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,9386,0,12,United-States,>50K
34,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
35,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
43,Government,Assoc-voc,11,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,50,United-States,<=50K
65,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
30,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K
29,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,25,United-States,<=50K
35,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Asia,<=50K
41,Self-employed,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1977,60,United-States,>50K
31,Private,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States,<=50K
67,Self-employed,Masters,14,Married-civ-spouse,Sales,Spouse,White,Male,0,0,48,United-States,>50K
62,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
32,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,99999,0,50,United-States,>50K
34,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
44,Government,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Female,0,0,40,United-States,>50K
32,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,<=50K
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,35,United-States,<=50K
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
40,Government,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
46,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,594,0,20,United-States,<=50K
27,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,>50K
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
31,Self-employed,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
44,Private,HS-grad,9,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,45,United-States,>50K
63,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Self-employed,9th,5,Married-civ-spouse,Exec-managerial,Spouse,White,Male,1409,0,1,United-States,<=50K
36,Private,10th,6,Divorced,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,5178,0,40,United-States,>50K
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
32,Government,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
25,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,45,United-States,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
54,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,United-States,<=50K
70,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,5,United-States,<=50K
56,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Female,15024,0,50,United-States,>50K
41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2339,40,United-States,<=50K
41,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,45,United-States,>50K
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,40,United-States,>50K
