,Id,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
12183,28463,35,Private,290226,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
12184,28464,32,Private,200700,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
12185,28465,44,Government,192771,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
12186,28466,53,Private,70387,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,4386,0,40,Asia,>50K
12187,28467,29,Private,133420,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,5013,0,40,United-States,<=50K
12188,28468,42,Self-employed,222978,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
12189,28469,60,Private,227468,Some-college,10,Widowed,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
12190,28470,29,Private,202878,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
12191,28471,46,Private,238162,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,45,United-States,>50K
12192,28472,38,Self-employed,206951,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,65,United-States,<=50K
12193,28473,40,Private,165309,7th-8th,4,Separated,Exec-managerial,Not-in-family,White,Female,0,0,8,United-States,<=50K
12194,28474,27,Private,47907,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
12195,28475,60,Self-employed,135285,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
12196,28476,79,Private,172220,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,2964,0,30,United-States,<=50K
12197,28477,29,Private,383402,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
12198,28478,35,Self-employed,207568,7th-8th,4,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,75,United-States,<=50K
12199,28479,54,Private,346014,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Female,0,0,40,United-States,<=50K
12200,28480,21,Private,312956,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
12201,28481,60,Private,178050,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,38,United-States,<=50K
12202,28482,30,Private,45781,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
12203,28483,32,Private,45796,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,60,United-States,<=50K
12204,28484,25,Private,204219,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Latin America,<=50K
12205,28485,25,Government,44216,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
12206,28486,43,Private,281422,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K
12207,28487,59,Private,365390,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
12208,28488,29,Private,57423,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,48,United-States,<=50K
12209,28489,51,Private,306785,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12210,28490,18,Private,129010,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K
12211,28491,43,Private,48193,Assoc-acdm,12,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,<=50K
12212,28492,42,Private,433170,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,60,United-States,>50K
12213,28493,40,Private,146653,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
12214,28494,29,Private,239632,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12215,28495,46,Private,189680,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,50,United-States,>50K
12216,28496,36,Private,93225,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
12217,28497,57,Private,186386,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male,10520,0,40,United-States,>50K
12218,28498,19,Private,164938,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
12219,28499,41,Private,174189,9th,5,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
12220,28500,42,Government,132125,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,52,United-States,>50K
12221,28501,43,Government,165309,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,<=50K
12222,28502,58,Private,150031,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
12223,28503,23,Government,53245,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
12224,28504,27,Private,181284,12th,8,Married-civ-spouse,Prof-specialty,Spouse,Black,Male,0,0,45,United-States,<=50K
12225,28505,35,Private,174503,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
12226,28506,29,Private,410351,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
12227,28507,47,Private,149700,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,Male,15024,0,40,United-States,>50K
12228,28508,21,Private,72119,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
12229,28509,36,Self-employed,35945,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,7298,0,45,United-States,>50K
12230,28510,59,Private,168569,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,1887,40,United-States,>50K
12231,28511,57,Private,171242,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
12232,28512,39,Private,32146,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
12233,28513,32,Private,200323,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
12234,28514,23,Self-employed,284651,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K
12235,28515,36,Private,289148,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
12236,28516,38,Private,130007,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
12237,28517,30,Private,248588,12th,8,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
12238,28518,38,Private,203836,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,3464,0,40,Latin America,<=50K
12239,28519,29,Government,116394,Bachelors,13,Married-AF-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,>50K
12240,28520,48,Private,278530,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
12241,28521,55,Private,100054,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
12242,28522,71,Private,52171,7th-8th,4,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
12243,28523,52,Self-employed,230767,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,1902,60,Latin America,>50K
12244,28524,34,Private,384150,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
12245,28525,39,Government,89508,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
12246,28526,49,Private,165513,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
12247,28527,59,Private,107833,10th,6,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,1485,40,United-States,>50K
12248,28528,32,Private,377017,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
12249,28529,25,Government,190107,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,1719,16,United-States,<=50K
12250,28530,19,Private,57329,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,30,Asia,<=50K
12251,28531,26,Private,342953,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
12252,28532,32,Private,157747,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,45,United-States,<=50K
12253,28533,31,Private,91964,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
12254,28534,29,Private,203797,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,Black,Male,0,0,40,United-States,<=50K
12255,28535,45,Self-employed,285575,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
12256,28536,24,Private,67222,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,45,Asia,<=50K
12257,28537,22,Private,167615,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
12258,28538,20,Private,219266,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,36,United-States,<=50K
12259,28539,80,Private,174995,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,8,Canada,<=50K
12260,28540,33,Self-employed,139057,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,Male,0,0,84,Asia,>50K
12261,28541,67,Self-employed,123393,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,6418,0,58,United-States,>50K
12262,28542,38,Private,168496,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,White,Male,0,0,50,United-States,>50K
12263,28543,26,Private,236068,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K
12264,28544,17,Private,143791,10th,6,Never-married,Other-service,Own-child,Black,Female,0,0,12,United-States,<=50K
12265,28545,28,Private,137296,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
12266,28546,41,Private,210844,Some-college,10,Married-spouse-absent,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
12267,28547,26,Private,167350,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K
12268,28548,44,Private,98211,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
12269,28549,61,Self-employed,84409,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,35,United-States,>50K
12270,28550,54,Private,172962,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,1340,40,United-States,<=50K
12271,28551,27,Private,111900,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
12272,28552,51,Private,112310,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
12273,28553,59,Government,171328,HS-grad,9,Separated,Protective-serv,Other-relative,Black,Female,0,2339,40,United-States,<=50K
12274,28554,18,Private,348588,12th,8,Never-married,Protective-serv,Own-child,Black,Male,0,0,25,United-States,<=50K
12275,28555,64,Private,169871,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,45,United-States,<=50K
12276,28556,50,Government,159219,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,Canada,>50K
12277,28557,28,Private,207513,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,48,United-States,<=50K
12278,28558,30,Government,295612,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12279,28559,20,Private,342599,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
12280,28560,31,Private,159589,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,85,United-States,<=50K
12281,28561,32,Private,232766,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12282,28562,40,Self-employed,64885,Masters,14,Married-civ-spouse,Sales,Spouse,White,Male,0,0,70,United-States,>50K
12283,28563,43,Private,339767,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,Female,0,0,20,Europe,>50K
12284,28564,38,Private,66686,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,>50K
12285,28565,41,Private,320744,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,50,United-States,<=50K
12286,28566,42,Self-employed,79531,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,55,United-States,>50K
12287,28567,40,Private,70645,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Female,0,0,20,United-States,<=50K
12288,28568,42,Private,157443,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Female,0,0,27,Asia,>50K
12289,28569,49,Private,147032,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,Female,0,0,8,Asia,<=50K
12290,28570,63,Private,331527,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,14,United-States,<=50K
12291,28571,48,Private,186539,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
12292,28572,52,Private,416164,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,Other,Male,0,0,49,Latin America,<=50K
12293,28573,57,Private,214061,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12294,28574,59,Private,67841,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,>50K
12295,28575,52,Private,318975,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Latin America,<=50K
12296,28576,39,Private,160123,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12297,28577,66,Government,71075,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K
12298,28578,66,Private,151793,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,10,United-States,<=50K
12299,28579,56,Private,220187,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,45,United-States,>50K
12300,28580,55,Self-employed,53566,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
12301,28581,33,Government,200289,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,0,0,19,Asia,<=50K
12302,28582,30,Private,381645,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
12303,28583,44,Private,83508,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,99,United-States,<=50K
12304,28584,25,Private,339324,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
12305,28585,41,Government,170924,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
12306,28586,26,Private,245880,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
12307,28587,38,Private,65382,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
12308,28588,19,Private,194095,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
12309,28589,39,Private,284166,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1902,50,United-States,>50K
12310,28590,22,Private,225156,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12311,28591,54,Private,103024,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,42,United-States,>50K
12312,28592,49,Private,195612,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7298,0,40,United-States,>50K
12313,28593,54,Self-employed,172175,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,>50K
12314,28594,39,Private,113481,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,45,United-States,>50K
12315,28595,43,Private,112494,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
12316,28596,30,Government,319280,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,>50K
12317,28597,33,Private,144064,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,<=50K
12318,28598,44,Private,147206,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,7688,0,45,United-States,>50K
12319,28599,25,Private,404616,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
12320,28600,31,Private,209538,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,55,United-States,<=50K
12321,28601,27,Private,195681,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
12322,28602,64,Private,102103,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K
12323,28603,60,Private,224644,10th,6,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
12324,28604,41,Private,194636,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,>50K
12325,28605,36,Self-employed,138940,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,70,United-States,<=50K
12326,28606,45,Private,114797,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
12327,28607,17,Private,110798,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
12328,28608,62,Non-paid/Unemployed,170114,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,50,United-States,<=50K
12329,28609,41,Private,82393,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
12330,28610,51,Private,300816,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,0,0,20,United-States,<=50K
12331,28611,20,Private,444554,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
12332,28612,36,Government,217414,Some-college,10,Divorced,Protective-serv,Unmarried,White,Male,0,0,55,United-States,<=50K
12333,28613,17,Private,104025,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,18,United-States,<=50K
12334,28614,28,Government,286310,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
12335,28615,49,Private,357540,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,25,United-States,<=50K
12336,28616,46,Government,219967,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
12337,28617,38,Private,117312,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Female,15024,0,40,United-States,>50K
12338,28618,35,Private,267866,HS-grad,9,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,Male,0,1887,50,Asia,>50K
12339,28619,51,Government,36186,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
12340,28620,36,Private,152307,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
12341,28621,31,Private,164707,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
12342,28622,42,Private,139126,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,>50K
12343,28623,32,Private,211028,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12344,28624,54,Private,37237,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
12345,28625,37,Private,176967,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,50,United-States,>50K
12346,28626,38,Private,278557,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,50,United-States,>50K
12347,28627,56,Private,235205,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
12348,28628,32,Private,202498,11th,7,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,Latin America,<=50K
12349,28629,57,Government,109973,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
12350,28630,29,Self-employed,183151,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,48,United-States,<=50K
12351,28631,63,Private,200127,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
12352,28632,23,Private,133582,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Latin America,<=50K
12353,28633,24,Private,140001,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Europe,<=50K
12354,28634,38,Private,75826,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Female,0,0,40,United-States,<=50K
12355,28635,46,Government,183168,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
12356,28636,26,Private,88449,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,36,United-States,<=50K
12357,28637,30,Government,158291,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
12358,28638,32,Private,167106,HS-grad,9,Married-civ-spouse,Sales,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
12359,28639,25,Private,222539,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,2597,0,50,United-States,<=50K
12360,28640,42,Private,182302,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
12361,28641,46,Private,218329,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
12362,28642,62,Private,250091,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,5,United-States,<=50K
12363,28643,61,Private,120933,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
12364,28644,52,Government,216342,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K
12365,28645,36,Government,52532,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1887,50,United-States,>50K
12366,28646,55,Private,172666,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
12367,28647,41,Private,103980,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,52,United-States,<=50K
12368,28648,31,Private,341672,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,Male,0,0,60,Asia,<=50K
12369,28649,60,Government,136939,Some-college,10,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,<=50K
12370,28650,54,Government,198741,Some-college,10,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,>50K
12371,28651,18,Private,346382,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,15,United-States,<=50K
12372,28652,76,Private,239880,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,<=50K
12373,28653,31,Private,36069,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
12374,28654,60,Private,109511,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,<=50K
12375,28655,42,Private,162140,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7298,0,45,United-States,>50K
12376,28656,25,Private,90752,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,40,United-States,<=50K
12377,28657,52,Private,198744,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
12378,28658,69,Private,122850,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,16,United-States,<=50K
12379,28659,44,Self-employed,277783,Masters,14,Never-married,Farming-fishing,Own-child,White,Male,0,0,99,United-States,<=50K
12380,28660,22,Private,99199,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,48,United-States,<=50K
12381,28661,19,Private,172582,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
12382,28662,20,Government,243986,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
12383,28663,23,Private,520231,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
12384,28664,39,Private,315776,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,8614,0,52,United-States,>50K
12385,28665,55,Private,120970,10th,6,Married-civ-spouse,Craft-repair,Spouse,Black,Male,0,0,40,United-States,>50K
12386,28666,45,Private,129336,Masters,14,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,45,United-States,>50K
12387,28667,43,Government,144778,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
12388,28668,38,Government,282753,Assoc-voc,11,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
12389,28669,66,Private,99888,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
12390,28670,25,Self-employed,181691,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,60,United-States,<=50K
12391,28671,44,Private,205051,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
12392,28672,48,Self-employed,362883,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,>50K
12393,28673,40,Self-employed,167081,Masters,14,Married-civ-spouse,Sales,Spouse,White,Male,3103,0,50,United-States,<=50K
12394,28674,23,Private,143003,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,0,1887,50,Asia,>50K
12395,28675,34,Private,203357,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
12396,28676,33,Private,170769,Doctorate,16,Divorced,Sales,Not-in-family,White,Male,99999,0,60,United-States,>50K
12397,28677,52,Government,125796,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Black,Female,0,1848,40,United-States,>50K
12398,28678,63,Private,246841,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,<=50K
12399,28679,30,Private,159589,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,7688,0,50,United-States,>50K
12400,28680,53,Private,358056,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
12401,28681,39,Private,362685,Preschool,1,Widowed,Other-service,Not-in-family,White,Female,0,0,20,Latin America,<=50K
12402,28682,62,Self-employed,118725,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,Black,Male,20051,0,72,United-States,>50K
12403,28683,71,Private,180733,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
12404,28684,48,Private,216734,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
